2.1 | history: 2 | steps: 50000 | filters: [32] | sizes: [5, 5] | dense: 128 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.29 | history: 16 | steps: 100000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.30 | history: 16 | steps: 100000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.31 | history: 16 | steps: 100000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.32 | history: 16 | steps: 100000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.33 | history: 16 | steps: 100000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.34 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.35 | history: 16 | steps: 100000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.36 | history: 16 | steps: 100000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.37 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.38 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.39 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.40 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.41 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 256 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.42 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.43 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 256 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.44 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.45 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 256 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.46 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.47 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.48 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.49 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.50 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.51 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.52 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.53 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.54 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.55 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.56 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 256 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.57 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 256 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.58 | history: 16 | steps: 200000 | filters: [16, 32, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.59 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 256 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.60 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.61 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.62 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.63 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.64 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.65 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.66 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.67 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.68 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.69 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.70 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.71 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.72 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.73 | history: 16 | steps: 50000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.74 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.75 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.76 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 256 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.77 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.78 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 256 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.79 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.80 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 256 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.81 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.82 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.83 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.84 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.85 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 256 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.86 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 512 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.87 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.88 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.89 | history: 16 | steps: 200000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.90 | history: 16 | steps: 100000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 512 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.91 | history: 16 | steps: 200000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.92 | history: 16 | steps: 200000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 2 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.93 | history: 16 | steps: 200000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5] | dense: 128 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.94 | history: 16 | steps: 200000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 4 | data: cnn_datae4_age8050_annkprob_of_death_at_80
16.95 | history: 16 | steps: 200000 | filters: [16, 64, 64, 128] | sizes: [5, 5, 5, 5, 5, 5, 5, 5] | dense: 128 | logits: 8 | data: cnn_datae4_age8050_annkprob_of_death_at_80
